wt,image_id,time,style,gender,survey_id
W,16051,60,mods,M,120583
W,21487,70,punk,W,182734
W,03936,70,hippie,W,130234
W,14584,50,classic,W,125459
W,06814,60,mods,M,092639
W,01561,90,hiphop,M,227380
W,01703,00,metrosexual,M,014308
W,16063,80,bold,M,015357
W,16065,19,normcore,M,183752
W,05247,90,hiphop,W,132463
W,19515,70,punk,W,135462
W,25694,50,ivy,M,156407
W,24774,80,bold,M,187572
W,02695,50,ivy,M,108469
W,12815,10,sportivecasual,M,144746
W,10733,70,military,W,111282
W,17650,60,mods,M,016823
W,22510,80,powersuit,W,158642
W,18199,19,normcore,W,125025
W,32131,50,ivy,M,150510
W,25390,70,hippie,M,147655
W,04603,50,ivy,M,091801
W,01693,19,normcore,M,093002
W,10075,50,ivy,M,116954
W,18251,00,oriental,W,110937
W,05883,50,ivy,M,120831
W,09833,90,hiphop,M,193422
W,12613,70,hippie,M,037219
W,37424,19,normcore,W,081962
W,16563,90,hiphop,M,081363
W,25073,90,hiphop,M,001863
W,01741,10,sportivecasual,M,094253
W,12577,00,metrosexual,M,029944
W,01208,10,athleisure,W,120363
W,15306,80,bold,M,201930
W,15471,10,sportivecasual,M,129514
W,15762,70,hippie,M,154653
W,12904,50,ivy,M,046123
W,07461,70,hippie,W,049559
W,15871,60,mods,M,202590
W,04895,50,classic,W,107678
W,12517,70,hippie,M,085963
W,12650,90,hiphop,M,137052
W,31489,80,bold,M,012678
W,07675,80,bodyconscious,W,100300
W,07613,50,feminine,W,012217
W,25421,90,hiphop,M,144835
W,06278,19,normcore,M,120722
W,28879,10,sportivecasual,M,183978
W,15426,80,bold,M,031941
W,00704,70,hippie,W,025874
W,12065,00,oriental,W,031170
W,11804,00,oriental,W,116553
W,25748,90,hiphop,M,011553
W,40322,60,space,W,197486
W,17779,80,bold,M,138056
W,40045,60,minimal,W,082669
W,23026,70,hippie,W,167593
W,06583,50,ivy,M,126660
W,10848,50,ivy,M,150710
W,15635,70,hippie,M,123412
W,04697,90,hiphop,M,148365
W,23964,60,mods,M,009369
W,01212,10,sportivecasual,W,126931
W,62634,80,powersuit,W,203943
W,00036,50,ivy,M,135035
W,18119,70,disco,W,043582
W,09524,50,classic,W,171175
W,02403,70,punk,W,115440
W,26245,50,ivy,M,022514
W,03007,70,hippie,M,049398
W,16447,10,sportivecasual,M,121710
W,53078,19,normcore,M,196772
W,05422,00,metrosexual,M,001047
W,01969,90,lingerie,W,130759
W,06040,90,hiphop,W,029877
W,15268,50,ivy,M,145123
W,02855,10,sportivecasual,M,135788
W,07526,70,hippie,W,130757
W,02274,10,sportivecasual,W,062576
W,03112,80,bodyconscious,W,133938
W,03825,90,lingerie,W,020920
W,16850,19,normcore,M,147294
W,10177,00,oriental,W,105502
W,12805,50,ivy,M,046012
W,16985,70,hippie,M,153253
W,17743,50,ivy,M,126651
W,00148,60,popart,W,131733
W,15987,70,hippie,M,117453
W,06396,10,sportivecasual,W,086345
W,36616,60,minimal,W,111673
W,14378,10,sportivecasual,W,072725
W,11078,00,metrosexual,M,216667
W,13863,60,minimal,W,125003
W,00592,60,minimal,W,202298
W,04127,50,classic,W,079839
W,17221,70,hippie,M,147430
W,09127,60,mods,M,213454
W,16082,60,mods,M,023874
W,12961,80,powersuit,W,120777
W,05586,80,bodyconscious,W,138239
W,00555,50,ivy,M,140952
W,12925,80,powersuit,W,120251
W,04723,90,hiphop,M,139142
W,16505,10,sportivecasual,M,030675
W,08715,90,kitsch,W,003869
W,09447,90,lingerie,W,028797
W,08180,80,bodyconscious,W,124013
W,15848,60,mods,M,138385
W,04508,19,normcore,M,135895
W,05840,10,sportivecasual,W,043651
W,13136,00,oriental,W,087732
W,27819,70,hippie,M,175929
W,19278,80,bodyconscious,W,130028
W,26803,70,hippie,W,111474
W,09822,00,metrosexual,M,023887
W,25237,10,sportivecasual,M,146134
W,00004,50,ivy,M,185102
W,06558,60,mods,M,013355
W,18179,90,grunge,W,124781
W,10134,50,ivy,M,120806
W,16725,70,hippie,M,049365
W,12812,50,ivy,M,055918
W,16188,80,bold,M,135055
W,18500,90,kitsch,W,093174
W,12828,50,ivy,M,001308
W,03796,80,bodyconscious,W,130094
W,29251,10,sportivecasual,M,143371
W,31157,00,cityglam,W,120042
W,16930,19,normcore,M,022031
W,17867,50,ivy,M,141127
W,36584,90,kitsch,W,086893
W,27765,60,mods,M,112386
W,25255,70,hippie,M,118874
W,01116,50,feminine,W,103860
W,64791,90,hiphop,W,092282
W,32604,50,ivy,M,172046
W,06800,70,hippie,M,115873
W,07133,60,mods,M,129517
W,16395,80,bold,M,137808
W,04188,10,sportivecasual,W,082716
W,43941,70,hippie,W,151028
W,02043,70,disco,W,202852
W,38394,19,normcore,W,115412
W,21732,10,sportivecasual,W,154032
W,18458,50,classic,W,087280
W,17478,19,normcore,M,025304
W,13734,50,feminine,W,197762
W,06790,19,normcore,M,121693
W,11845,70,hippie,W,090822
W,00017,60,mods,M,146454
W,03385,00,cityglam,W,134095
W,15511,00,metrosexual,M,149973
W,01743,00,metrosexual,M,139658
W,05019,90,kitsch,W,136860
W,06809,00,metrosexual,M,082896
W,02024,50,classic,W,154035
W,36163,19,lounge,W,155629
W,48074,10,sportivecasual,W,034681
W,29383,10,sportivecasual,M,231592
W,19301,50,feminine,W,123028
W,26530,00,metrosexual,M,021003
W,01886,70,hippie,W,021764
W,24517,70,hippie,M,121116
W,27903,50,ivy,M,147661
W,14478,70,disco,W,067494
W,16570,00,metrosexual,M,137569
W,06009,60,minimal,W,181717
W,05513,60,minimal,W,031668
W,29920,10,sportivecasual,M,075074
W,15776,70,hippie,M,144975
W,29832,80,bold,M,009914
W,25941,10,sportivecasual,M,112391
W,26188,70,hippie,M,104634
W,26025,10,sportivecasual,M,157379
W,26997,80,bold,M,143009
W,08322,19,normcore,W,129663
W,15776,70,hippie,M,076708
W,32150,00,metrosexual,M,216645
W,07101,60,mods,M,109240
W,13904,50,feminine,W,158672
T,07605,00,metrosexual,M,232558
W,27194,10,sportivecasual,M,112742
W,06575,60,mods,M,102571
W,24038,60,mods,M,200810
W,09624,10,athleisure,W,008712
W,15259,60,mods,M,093012
W,24838,70,hippie,M,147880
W,12683,10,sportivecasual,M,126649
W,08139,10,athleisure,W,128165
W,05414,10,sportivecasual,W,122322
W,06231,90,hiphop,M,132990
W,16436,10,sportivecasual,M,108250
W,03951,00,cityglam,W,125015
W,27850,50,ivy,M,144248
W,08511,80,bodyconscious,W,133658
W,10504,00,oriental,W,110929
W,23410,60,minimal,W,160454
W,15987,70,hippie,M,114755
W,06318,50,classic,W,029873
W,16350,10,sportivecasual,W,127608
W,01462,90,hiphop,M,040201
W,17700,00,metrosexual,M,083206
W,08634,00,cityglam,W,042638
W,07759,00,cityglam,W,154015
W,00274,00,cityglam,W,123017
W,06553,50,ivy,M,116160
W,02744,60,mods,M,139139
W,01326,10,sportivecasual,W,125074
W,07127,19,normcore,M,147643
W,04444,90,hiphop,M,143735
W,08773,90,lingerie,W,127027
W,67499,19,genderless,W,171484
W,24304,80,bold,M,157776
W,12547,90,hiphop,M,153180
W,32830,80,bold,M,147106
W,01050,80,bodyconscious,W,012926
W,15576,70,hippie,M,195125
W,16153,80,bold,M,075976
W,15443,70,hippie,M,069244
W,13137,60,minimal,W,005930
W,00492,50,ivy,M,022041
W,17185,50,ivy,M,148992
W,32448,50,ivy,M,014486
W,12302,50,ivy,M,024271
W,04309,90,hiphop,M,136433
W,03996,70,punk,W,126147
W,44849,60,space,W,159281
W,01576,19,normcore,M,143205
W,04852,50,feminine,W,196698
W,15207,60,mods,M,020657
W,22717,60,popart,W,082506
W,59490,00,metrosexual,M,196761
W,06105,10,sportivecasual,W,129580
W,18366,70,disco,W,027776
W,60484,10,sportivecasual,W,230496
W,10733,70,military,W,126578
W,24590,60,mods,M,159769
W,33184,00,metrosexual,M,169624
W,09896,00,ecology,W,080542
W,05458,10,athleisure,W,004588
W,08324,80,bodyconscious,W,130931
W,01607,19,normcore,M,027301
W,06805,90,hiphop,M,118893
W,18199,19,normcore,W,135467
W,06396,10,sportivecasual,W,116474
W,26387,90,hiphop,M,233495
W,43003,10,sportivecasual,W,140036
W,16606,90,hiphop,M,001054
W,50265,19,normcore,W,197752
W,06551,60,mods,M,121762
W,24765,60,mods,M,014479
W,27729,70,hippie,M,111097
W,18717,90,kitsch,W,112181
W,04251,50,ivy,M,049379
W,19312,00,oriental,W,121198
W,04526,00,metrosexual,M,214653
W,01490,60,mods,M,141144
W,28207,90,hiphop,M,144744
W,19994,50,feminine,W,216887
W,01998,90,lingerie,W,125121
W,17250,19,normcore,M,009275
W,18670,00,ecology,W,003740
W,24309,50,ivy,M,024663
W,03984,90,hiphop,W,013474
W,12656,00,metrosexual,M,203219
W,67337,90,grunge,W,005992
W,17499,70,hippie,M,096766
W,24204,60,mods,M,154594
W,18588,50,classic,W,171930
W,17923,10,sportivecasual,M,065199
W,32248,80,powersuit,W,161788
W,19912,70,hippie,W,171907
W,14259,50,feminine,W,095481
W,14259,50,feminine,W,024147
W,02442,50,feminine,W,224087
W,01075,10,sportivecasual,W,004496
T,07452,50,classic,W,221894
W,45353,80,powersuit,W,098763
W,09698,19,genderless,W,134337
W,33271,10,sportivecasual,M,053844
W,17619,00,metrosexual,M,059328
W,14897,10,sportivecasual,W,125657
W,24883,00,metrosexual,M,149898
W,44918,60,minimal,W,034473
W,03587,10,sportivecasual,W,009441
W,24747,60,mods,M,146162
W,19834,80,powersuit,W,120332
W,52583,50,ivy,M,233706
W,24995,10,sportivecasual,M,104654
W,00103,70,hippie,M,120442
W,04482,10,sportivecasual,M,140758
W,02526,19,normcore,W,127361
W,12387,80,bold,M,088530
W,16746,60,mods,M,108012
W,10810,60,mods,M,209341
W,15120,60,mods,M,022025
W,42046,70,punk,W,099805
W,18297,50,classic,W,094322
W,10999,10,athleisure,W,154987
W,24268,00,metrosexual,M,147883
W,25380,60,mods,M,147096
W,26963,90,hiphop,M,233693
W,12410,70,hippie,M,044683
W,16483,19,normcore,M,038233
W,06563,70,hippie,M,046600
W,05827,10,sportivecasual,W,123301
W,10177,00,oriental,W,004879
W,04444,90,hiphop,M,001062
W,04718,90,hiphop,M,152989
W,06097,10,athleisure,W,161491
W,19556,60,space,W,134775
W,55616,80,bold,M,196776
W,15795,70,hippie,M,101937
W,06970,10,sportivecasual,M,120820
W,02428,80,bodyconscious,W,095509
W,16155,70,hippie,M,063262
W,15480,70,hippie,M,045515
W,12527,70,hippie,M,089277
W,24283,00,metrosexual,M,206212
W,15818,00,metrosexual,M,044107
W,25391,00,metrosexual,M,147891
W,15018,19,normcore,W,079763
W,16247,70,hippie,M,234239
W,07048,90,hiphop,M,230782
W,15402,70,hippie,M,177049
W,24315,70,hippie,M,020983
W,05816,10,sportivecasual,W,151149
W,13858,80,bodyconscious,W,120368
W,17378,80,bold,M,121705
W,16007,70,hippie,M,080072
W,17962,50,ivy,M,096780
W,03821,10,sportivecasual,W,132514
W,00023,60,mods,M,044233
W,11262,00,oriental,W,153723
W,48367,90,grunge,W,115401
W,15465,70,hippie,M,135882
W,16716,00,metrosexual,M,116628
W,17757,19,normcore,M,092595
W,11011,80,bold,M,219597
W,15791,70,hippie,M,215508
W,35091,80,powersuit,W,161838
W,13538,80,powersuit,W,117922
W,11694,10,sportivecasual,W,081341
W,09797,50,ivy,M,176740
W,02095,60,popart,W,103636
W,16435,10,sportivecasual,M,120588
W,04029,50,feminine,W,200575
W,06551,60,mods,M,185850
W,02193,80,bodyconscious,W,027906
W,16642,50,ivy,M,115887
W,01729,90,hiphop,M,031011
W,05821,90,kitsch,W,135472
W,52784,19,normcore,M,045553
W,03227,70,hippie,W,130782
W,19838,60,popart,W,076823
W,00385,50,feminine,W,098785
W,15661,70,hippie,M,086732
W,24348,70,hippie,M,152337
W,03060,50,feminine,W,042042
W,04709,90,hiphop,M,054403
W,17795,80,bold,M,138230
W,11112,00,metrosexual,M,138216
W,04302,50,ivy,M,150101
W,19238,90,grunge,W,042264
W,26395,90,hiphop,M,144785
W,06551,60,mods,M,213380
W,30582,00,ecology,W,044619
W,26261,50,ivy,M,147628
W,15780,70,hippie,M,139841
W,29214,10,sportivecasual,M,092578
W,34352,10,sportivecasual,W,107509
W,29258,80,bold,M,154721
W,30591,50,ivy,M,154293
W,04636,50,ivy,M,180336
W,06040,90,hiphop,W,129114
W,04522,50,ivy,M,151918
W,14031,80,bodyconscious,W,133848
W,22368,70,disco,W,155482
W,01559,10,sportivecasual,M,084103
W,00073,50,ivy,M,121874
W,19994,50,feminine,W,170260
W,24787,00,metrosexual,M,145653
W,02497,00,ecology,W,081316
W,03927,60,minimal,W,134759
W,06671,90,hiphop,M,023844
W,12635,70,hippie,M,138774
W,19078,70,hippie,W,003767
W,14273,80,bodyconscious,W,127422
W,14997,60,minimal,W,032216
W,04620,19,normcore,M,047105
W,24939,80,bold,M,030329
W,02274,10,sportivecasual,W,098390
W,15235,80,bold,M,067953
W,09281,70,hippie,M,117274
W,43283,90,grunge,W,155642
W,18709,50,classic,W,149042
W,03557,70,hippie,W,135589
W,26965,90,hiphop,M,017291
W,13955,60,minimal,W,166928
W,51362,50,ivy,M,055852
W,16523,19,normcore,M,174242
W,12740,00,metrosexual,M,000088
W,24797,50,ivy,M,044068
W,29788,10,sportivecasual,W,007976
W,34093,60,minimal,W,184443
W,40998,00,oriental,W,120136
W,10826,60,mods,M,140244
W,00505,10,sportivecasual,M,096745
W,02023,80,bodyconscious,W,065391
W,19388,50,feminine,W,045319
W,36616,60,minimal,W,157909
W,24533,70,hippie,M,178038
W,15091,80,bold,M,031957
W,00351,70,hippie,W,092540
W,15236,60,mods,M,213478
W,00272,60,minimal,W,098344
W,10446,60,minimal,W,077421
W,07757,19,genderless,W,116572
T,07897,00,cityglam,W,200547
W,12504,90,hiphop,M,034504
W,30753,50,ivy,M,020444
W,24102,60,mods,M,046182
W,08809,19,lounge,W,132886
W,10646,80,bodyconscious,W,128145
W,02621,50,feminine,W,130058
W,16563,90,hiphop,M,137568
W,24180,60,mods,M,210471
W,15305,80,bold,M,041753
W,19522,00,ecology,W,087082
W,17754,80,bold,M,138040
W,10060,50,ivy,M,135872
W,10814,50,ivy,M,146053
W,17732,00,metrosexual,M,031918
W,23848,50,ivy,M,148708
W,11107,19,normcore,M,001833
W,10073,70,hippie,M,117282
W,07327,19,normcore,M,149510
W,24939,80,bold,M,107094
W,30671,70,hippie,W,152853
W,10079,60,mods,M,193845
W,17461,19,normcore,M,045528
W,16687,00,metrosexual,M,137860
W,17445,80,bold,M,013290
W,11075,00,metrosexual,M,031926
W,05226,10,sportivecasual,W,112333
W,16445,50,ivy,M,013063
W,13893,80,bodyconscious,W,116576
W,00079,60,mods,M,121695
W,15647,70,hippie,M,055583
W,14787,60,minimal,W,120330
W,26910,19,normcore,W,150658
W,13841,60,minimal,W,132118
W,51577,50,ivy,M,196773
W,24865,60,mods,M,207627
W,05816,10,sportivecasual,W,081828
W,04745,90,hiphop,M,049400
W,19556,60,space,W,212567
W,01518,70,hippie,M,011017
W,15783,70,hippie,M,133154
W,01248,90,hiphop,W,130029
W,04677,50,ivy,M,121569
W,25650,00,metrosexual,M,142896
W,07944,80,powersuit,W,125187
W,17219,70,hippie,M,094665
W,09007,19,normcore,W,132658
W,19228,70,disco,W,029449
W,11269,60,popart,W,200101
W,17650,60,mods,M,196068
W,05580,10,sportivecasual,W,119677
W,16515,10,sportivecasual,M,146709
W,17508,80,bold,M,075278
W,13303,60,minimal,W,197536
W,13863,60,minimal,W,126702
W,61340,80,bodyconscious,W,203951
W,12480,19,normcore,M,068522
W,42624,19,normcore,M,112401
W,07133,60,mods,M,132995
W,06595,90,hiphop,M,138206
W,12291,80,bold,M,218928
W,24283,00,metrosexual,M,112373
W,59993,80,powersuit,W,161186
W,12610,00,metrosexual,M,234051
W,31694,90,hiphop,M,073260
W,15738,00,metrosexual,M,115726
W,26634,90,hiphop,M,112397
W,08767,60,minimal,W,083907
W,06570,70,hippie,M,189481
W,09499,19,normcore,W,120305
W,03717,10,athleisure,W,125457
W,12583,70,hippie,M,153470
W,30454,60,minimal,W,074654
W,02742,60,mods,M,167847
W,12148,80,bold,M,038833
W,24250,90,hiphop,M,147899
W,05227,70,punk,W,131841
W,10701,60,space,W,125518
W,01962,60,minimal,W,023692
W,41924,70,punk,W,070765
W,10816,60,mods,M,194250
W,15134,80,bold,M,147373
W,32445,60,mods,M,159386
W,07648,70,hippie,W,125461
W,07099,50,ivy,M,122624
W,10810,60,mods,M,000191
T,05224,19,normcore,W,200582
W,06735,50,ivy,M,114236
W,14770,60,minimal,W,086656
W,24367,80,bold,M,092608
W,24167,80,bold,M,026573
W,12984,00,ecology,W,031552
W,02669,50,ivy,M,108236
W,10258,70,military,W,117938
W,17320,70,hippie,M,001019
W,01997,90,grunge,W,125313
W,18694,50,feminine,W,230213
W,17348,50,ivy,M,107057
W,11900,90,kitsch,W,006870
W,15789,19,normcore,M,008388
W,25748,90,hiphop,M,126008
W,12774,00,metrosexual,M,120562
W,18590,80,bodyconscious,W,033984
W,32885,10,sportivecasual,M,153082
W,06439,50,feminine,W,207135
W,12387,80,bold,M,008401
W,07992,50,classic,W,078932
W,40718,90,hiphop,W,153130
W,31252,00,ecology,W,001445
W,12906,10,sportivecasual,M,011030
W,06701,50,ivy,M,140777
W,28066,80,bodyconscious,W,230676
W,15545,70,hippie,M,132988
W,15651,70,hippie,M,080581
W,18951,50,feminine,W,158639
W,15248,50,ivy,M,140352
W,00091,90,hiphop,M,151622
W,18335,00,oriental,W,123673
W,16189,50,ivy,M,143698
W,08993,10,athleisure,W,097347
W,12124,80,bold,M,120834
W,01758,50,ivy,M,118511
W,02744,60,mods,M,092681
W,03959,50,classic,W,037578
W,06211,10,sportivecasual,M,121062
W,15184,60,mods,M,148751
W,09497,50,feminine,W,016947
W,03441,80,powersuit,W,110968
W,04739,00,metrosexual,M,075264
W,15186,50,ivy,M,116077
W,03582,19,normcore,W,013444
W,09227,50,ivy,M,045480
W,04046,90,lingerie,W,095410
W,16677,70,hippie,M,144267
W,15346,50,ivy,M,148303
W,12168,80,bold,M,025483
W,09152,60,mods,M,202597
W,15593,70,hippie,M,099513
W,12681,10,sportivecasual,M,140974
W,10279,60,minimal,W,133656
W,19374,90,kitsch,W,124872
W,04232,50,ivy,M,146911
W,07759,00,cityglam,W,082419
W,17191,19,normcore,M,115254
W,09984,19,genderless,W,128362
W,16840,00,metrosexual,M,138075
W,17948,19,normcore,M,125574
W,07532,70,hippie,W,003783
W,12826,50,ivy,M,141135
W,32536,70,hippie,M,148760
W,19559,00,oriental,W,130046
W,19210,90,kitsch,W,127349
W,04406,00,metrosexual,M,122279
W,19553,00,ecology,W,127087
W,16423,90,hiphop,M,150364
W,24799,50,ivy,M,147695
W,03082,50,feminine,W,170149
W,04324,90,hiphop,M,139657
W,24886,70,hippie,M,149903
W,02777,90,hiphop,M,080007
W,00951,70,hippie,M,196294
W,32083,50,ivy,M,164453
W,18977,50,feminine,W,036776
W,06532,60,mods,M,139089
W,08036,70,punk,W,119665
W,15389,60,mods,M,048849
W,12467,70,hippie,M,113482
W,27791,00,metrosexual,M,146125
W,31913,90,hiphop,M,174247
W,15402,70,hippie,M,021934
W,11253,80,bodyconscious,W,016757
W,24152,60,mods,M,149034
W,51074,00,metrosexual,M,174248
W,02391,50,feminine,W,023590
W,09622,10,sportivecasual,W,081325
W,15441,00,metrosexual,M,140398
W,15785,19,normcore,M,149892
W,04212,50,ivy,M,144231
W,06537,50,ivy,M,143923
W,08047,90,hiphop,W,097536
W,10075,50,ivy,M,060397
W,02740,50,ivy,M,115086
W,03092,50,feminine,W,034197
W,24491,70,hippie,M,107101
W,07382,00,metrosexual,M,089225
W,02769,90,hiphop,M,228082
W,14736,80,bodyconscious,W,128316
W,02759,90,hiphop,M,023869
W,09901,70,military,W,124854
W,07252,90,hiphop,M,067937
W,17348,50,ivy,M,039288
W,12443,90,hiphop,M,031917
W,03634,10,sportivecasual,W,129712
W,16725,70,hippie,M,182572
W,15103,60,mods,M,107133
W,06253,90,hiphop,M,117168
W,04759,90,hiphop,M,048420
W,14937,60,minimal,W,087062
W,18508,50,feminine,W,203377
W,19870,00,oriental,W,125048
W,56334,10,sportivecasual,W,197784
W,30403,60,mods,M,154719
W,12748,50,ivy,M,085928
W,00805,60,mods,M,147629
W,30591,50,ivy,M,045521
W,17855,90,hiphop,M,027248
W,18943,80,powersuit,W,020919
W,03634,10,sportivecasual,W,024162
W,24491,70,hippie,M,076566
W,12462,90,hiphop,M,230873
W,12628,50,ivy,M,114419
W,03557,70,hippie,W,120384
W,17384,50,ivy,M,140593
W,43631,19,normcore,W,150992
W,04895,50,classic,W,235659
W,05367,80,bodyconscious,W,130163
W,02678,50,ivy,M,121301
W,21314,90,kitsch,W,158984
W,61255,00,cityglam,W,174430
W,17221,70,hippie,M,094241
W,05502,00,ecology,W,124582
W,37778,80,powersuit,W,203968
W,01234,10,sportivecasual,W,077725
W,02498,50,feminine,W,136681
W,06083,80,bodyconscious,W,134753
W,02526,19,normcore,W,135484
W,19628,90,lingerie,W,116438
W,03162,50,feminine,W,224120
W,07844,00,oriental,W,109434
W,12896,60,mods,M,195156
W,16231,80,bold,M,142752
W,00130,50,feminine,W,119630
W,24923,00,metrosexual,M,055671
W,14865,60,minimal,W,125710
W,33123,70,hippie,M,087398
W,09011,10,sportivecasual,W,063250
W,08767,60,minimal,W,209266
W,16008,80,bold,M,137800
W,10321,00,cityglam,W,102646
W,02378,10,sportivecasual,W,084028
W,06836,00,metrosexual,M,084110
W,01424,70,hippie,M,105845
W,16520,90,hiphop,M,135039
W,24205,80,bold,M,148686
W,04825,50,classic,W,114378
W,00828,19,normcore,M,121684
W,15129,50,ivy,M,157839
W,10576,50,feminine,W,138905
W,06786,70,hippie,M,093013
W,01796,00,metrosexual,M,095735
W,08004,60,popart,W,126836
W,16746,60,mods,M,036861
W,10222,00,oriental,W,129458
W,18335,00,oriental,W,047186
W,03287,60,mods,M,017819
W,19818,70,punk,W,129455
W,00023,60,mods,M,214657
W,24118,60,mods,M,154477
W,09449,50,feminine,W,112118
W,16525,70,hippie,M,047116
W,16539,50,ivy,M,069399
W,10848,50,ivy,M,117418
W,19010,00,oriental,W,028707
W,05652,10,athleisure,W,035971
W,24084,70,hippie,M,196517
W,10779,50,ivy,M,111522
W,04208,50,ivy,M,165910
W,04826,60,minimal,W,132595
W,26296,70,hippie,M,030124
W,15651,70,hippie,M,114796
W,12826,50,ivy,M,021144
W,05606,90,hiphop,W,106776
W,08866,10,sportivecasual,W,016358
W,10098,50,ivy,M,140810
W,06790,19,normcore,M,147393
W,17893,80,bold,M,140380
W,16276,70,hippie,M,086138
W,05653,80,bodyconscious,W,134802
T,21987,70,hippie,M,021096
W,47643,80,powersuit,W,197781
W,04408,60,mods,M,150186
W,24590,60,mods,M,197563
W,34093,60,minimal,W,096146
W,11052,70,hippie,M,121679
W,34093,60,minimal,W,106019
W,11019,70,hippie,M,126795
W,09843,10,sportivecasual,M,055639
W,12268,80,bold,M,232064
W,19190,50,feminine,W,192625
W,02681,60,mods,M,114429
W,24931,50,ivy,M,153593
W,26965,90,hiphop,M,233685
W,08246,80,bodyconscious,W,124696
W,09140,60,mods,M,047115
W,01758,50,ivy,M,047223
W,08180,80,bodyconscious,W,128822
W,05040,10,sportivecasual,W,090980
W,07975,80,powersuit,W,035976
W,16401,00,metrosexual,M,094227
W,35674,60,minimal,W,169271
W,03152,50,feminine,W,123626
W,11016,00,metrosexual,M,137552
W,00217,60,space,W,115897
W,17939,80,bold,M,113934
W,06665,00,metrosexual,M,025302
W,32800,60,mods,M,024631
W,24486,70,hippie,M,081096
W,14147,70,disco,W,000636
W,12956,80,powersuit,W,028406
W,05505,60,space,W,102909
W,25145,70,hippie,M,014422
W,06567,00,metrosexual,M,214545
W,24859,70,hippie,M,067619
W,30027,50,ivy,M,149960
W,27318,80,bold,M,087596
W,02769,90,hiphop,M,147432
W,68199,10,sportivecasual,W,232042
W,29051,90,hiphop,M,118768
W,05751,10,sportivecasual,W,023644
W,10803,80,bold,M,117111
W,15125,50,ivy,M,047073
W,32045,50,ivy,M,202557
W,12120,80,bold,M,230635
W,12019,50,feminine,W,186809
W,02904,19,normcore,M,114426
W,06195,10,sportivecasual,M,094228
W,23904,50,ivy,M,150368
W,17416,50,ivy,M,121744
W,03474,70,military,W,032059
W,18482,50,feminine,W,109413
W,15776,70,hippie,M,135857
W,26584,50,ivy,M,095747
W,00041,70,hippie,M,144150
W,64036,10,athleisure,W,231283
W,04352,19,normcore,M,147644
W,15565,70,hippie,M,139655
W,07141,10,sportivecasual,M,022445
W,17443,90,hiphop,M,138066
W,25024,90,hiphop,M,149880
W,35674,60,minimal,W,008282
W,12130,80,bold,M,118775
W,29545,90,hiphop,M,146207
W,15268,50,ivy,M,089112
W,24152,60,mods,M,125989
W,18066,50,classic,W,005695
W,15795,70,hippie,M,023867
W,01956,50,feminine,W,123893
W,15236,60,mods,M,196441
W,19342,70,hippie,W,075444
W,16962,60,mods,M,209209
W,06550,50,ivy,M,034533
W,12983,80,powersuit,W,126279
W,09758,60,mods,M,030711
W,19318,19,genderless,W,129427
W,46374,70,hippie,W,099788
W,52586,50,ivy,M,233714
W,29733,10,sportivecasual,W,203938
W,12116,80,bold,M,138073
T,00253,60,popart,W,079277
W,03118,50,feminine,W,132385
W,05775,80,bodyconscious,W,123355
W,10330,70,hippie,W,057843
W,10901,00,ecology,W,082731
W,24111,70,hippie,M,184889
W,24832,80,bold,M,147881
W,15565,70,hippie,M,120584
W,08708,10,sportivecasual,W,076420
W,12658,00,metrosexual,M,234076
W,05653,80,bodyconscious,W,126329
W,06426,19,normcore,W,127402
W,11176,60,popart,W,029866
W,08587,70,punk,W,112004
W,16383,70,hippie,M,119259
W,26803,70,hippie,W,155615
W,12602,00,metrosexual,M,038364
W,05312,80,bodyconscious,W,004656
W,59439,00,metrosexual,M,187496
W,01520,50,ivy,M,001851
W,05163,90,grunge,W,066379
W,13359,80,powersuit,W,119674
W,16601,70,hippie,M,149662
W,10066,50,ivy,M,107728
W,09788,90,hiphop,M,108440
W,05619,00,ecology,W,125873
W,05715,70,military,W,108396
W,05030,10,sportivecasual,W,135449
W,25082,70,hippie,M,027112
W,42674,60,minimal,W,021503
W,30522,00,metrosexual,M,149906
W,11637,90,kitsch,W,031368
W,59490,00,metrosexual,M,187980
W,33026,90,hiphop,W,158684
W,02498,50,feminine,W,158647
W,01318,10,athleisure,W,003711
W,05437,10,athleisure,W,036375
W,31063,19,normcore,M,107115
W,25884,90,hiphop,M,043559
W,01549,50,ivy,M,120839
W,30932,70,disco,W,002643
W,16755,00,metrosexual,M,167875
W,05960,70,hippie,W,104329
W,12033,00,cityglam,W,003212
W,33026,90,hiphop,W,137102
W,09125,60,mods,M,010545
W,10212,60,space,W,005025
W,12761,50,ivy,M,047114
W,06847,60,mods,M,207285
W,08715,90,kitsch,W,087073
W,25934,90,hiphop,M,118868
W,24217,70,hippie,M,174204
W,27692,70,hippie,M,138229
W,05526,10,sportivecasual,W,152549
W,04010,50,feminine,W,081722
W,33002,60,mods,M,027328
W,12900,60,mods,M,045514
W,19522,00,ecology,W,125339
W,13023,80,powersuit,W,079598
W,03194,50,classic,W,073600
W,21732,10,sportivecasual,W,162596
W,17082,00,metrosexual,M,206550
W,13450,80,powersuit,W,118481
W,17867,50,ivy,M,137789
W,06573,60,mods,M,210171
W,07390,50,feminine,W,206971
W,15389,60,mods,M,060580
W,09256,90,hiphop,M,143985
W,33169,00,metrosexual,M,011595
W,13036,80,powersuit,W,026269
T,17799,19,normcore,M,233680
W,30998,19,normcore,M,183869
W,07601,00,ecology,W,135173
