file_name,wt,image_id,time,style,gender
W_02951_10_sportivecasual_M,W,02951,10,sportivecasual,M
W_10816_60_mods_M,W,10816,60,mods,M
W_02999_10_sportivecasual_M,W,02999,10,sportivecasual,M
W_04324_90_hiphop_M,W,04324,90,hiphop,M
W_14023_90_lingerie_W,W,14023,90,lingerie,W
W_08382_19_normcore_W,W,08382,19,normcore,W
W_15159_80_bold_M,W,15159,80,bold,M
W_16445_50_ivy_M,W,16445,50,ivy,M
W_07312_19_normcore_M,W,07312,19,normcore,M
W_08933_10_sportivecasual_W,W,08933,10,sportivecasual,W
W_17702_90_hiphop_M,W,17702,90,hiphop,M
W_04128_19_genderless_W,W,04128,19,genderless,W
W_16065_19_normcore_M,W,16065,19,normcore,M
W_13772_70_hippie_W,W,13772,70,hippie,W
W_10510_60_space_W,W,10510,60,space,W
W_03816_90_lingerie_W,W,03816,90,lingerie,W
W_05690_70_punk_W,W,05690,70,punk,W
W_15103_60_mods_M,W,15103,60,mods,M
W_19742_60_popart_W,W,19742,60,popart,W
W_16615_90_hiphop_M,W,16615,90,hiphop,M
W_10090_19_normcore_M,W,10090,19,normcore,M
W_08410_00_cityglam_W,W,08410,00,cityglam,W
W_04687_00_metrosexual_M,W,04687,00,metrosexual,M
W_19543_00_oriental_W,W,19543,00,oriental,W
W_11920_00_oriental_W,W,11920,00,oriental,W
W_04681_19_normcore_M,W,04681,19,normcore,M
W_02721_00_metrosexual_M,W,02721,00,metrosexual,M
W_16428_90_hiphop_M,W,16428,90,hiphop,M
W_01607_19_normcore_M,W,01607,19,normcore,M
W_17469_19_normcore_M,W,17469,19,normcore,M
W_16971_19_normcore_M,W,16971,19,normcore,M
W_07226_90_hiphop_M,W,07226,90,hiphop,M
W_13271_60_minimal_W,W,13271,60,minimal,W
W_08383_10_athleisure_W,W,08383,10,athleisure,W
W_15124_80_bold_M,W,15124,80,bold,M
W_06232_10_sportivecasual_M,W,06232,10,sportivecasual,M
W_05673_10_sportivecasual_W,W,05673,10,sportivecasual,W
W_11615_90_kitsch_W,W,11615,90,kitsch,W
W_07851_70_disco_W,W,07851,70,disco,W
W_05664_10_athleisure_W,W,05664,10,athleisure,W
W_12869_19_normcore_M,W,12869,19,normcore,M
W_06763_00_metrosexual_M,W,06763,00,metrosexual,M
W_04751_10_sportivecasual_M,W,04751,10,sportivecasual,M
W_02345_60_space_W,W,02345,60,space,W
W_13689_80_bodyconscious_W,W,13689,80,bodyconscious,W
W_05869_60_mods_M,W,05869,60,mods,M
W_16136_80_bold_M,W,16136,80,bold,M
W_13864_80_bodyconscious_W,W,13864,80,bodyconscious,W
W_06299_70_military_W,W,06299,70,military,W
W_12413_90_hiphop_M,W,12413,90,hiphop,M
W_11169_19_normcore_W,W,11169,19,normcore,W
W_11632_70_punk_W,W,11632,70,punk,W
W_14391_70_punk_W,W,14391,70,punk,W
W_05499_90_kitsch_W,W,05499,90,kitsch,W
W_07286_70_hippie_M,W,07286,70,hippie,M
W_12552_80_bold_M,W,12552,80,bold,M
W_00609_50_feminine_W,W,00609,50,feminine,W
W_09057_50_classic_W,W,09057,50,classic,W
W_15409_19_normcore_M,W,15409,19,normcore,M
W_05312_80_bodyconscious_W,W,05312,80,bodyconscious,W
W_18661_60_minimal_W,W,18661,60,minimal,W
W_03673_10_sportivecasual_W,W,03673,10,sportivecasual,W
W_15474_80_bold_M,W,15474,80,bold,M
W_07380_19_normcore_M,W,07380,19,normcore,M
W_00334_70_hippie_W,W,00334,70,hippie,W
W_06322_19_lounge_W,W,06322,19,lounge,W
W_07098_19_normcore_M,W,07098,19,normcore,M
W_09250_50_ivy_M,W,09250,50,ivy,M
W_13656_80_powersuit_W,W,13656,80,powersuit,W
W_19067_50_classic_W,W,19067,50,classic,W
W_24167_80_bold_M,W,24167,80,bold,M
W_15834_19_normcore_M,W,15834,19,normcore,M
W_12035_70_hippie_W,W,12035,70,hippie,W
W_19647_70_hippie_M,W,19647,70,hippie,M
W_01561_90_hiphop_M,W,01561,90,hiphop,M
W_02695_50_ivy_M,W,02695,50,ivy,M
W_06118_10_athleisure_W,W,06118,10,athleisure,W
W_09651_60_space_W,W,09651,60,space,W
W_04877_00_oriental_W,W,04877,00,oriental,W
W_32012_19_normcore_M,W,32012,19,normcore,M
W_08112_90_hiphop_W,W,08112,90,hiphop,W
W_02456_10_sportivecasual_W,W,02456,10,sportivecasual,W
W_07975_80_powersuit_W,W,07975,80,powersuit,W
W_01234_10_sportivecasual_W,W,01234,10,sportivecasual,W
W_08680_00_cityglam_W,W,08680,00,cityglam,W
W_19531_00_oriental_W,W,19531,00,oriental,W
W_24491_70_hippie_M,W,24491,70,hippie,M
W_07095_00_metrosexual_M,W,07095,00,metrosexual,M
W_14380_90_hiphop_W,W,14380,90,hiphop,W
W_16757_00_metrosexual_M,W,16757,00,metrosexual,M
W_02693_70_hippie_M,W,02693,70,hippie,M
W_00332_70_disco_W,W,00332,70,disco,W
W_06889_90_hiphop_M,W,06889,90,hiphop,M
W_07260_10_sportivecasual_M,W,07260,10,sportivecasual,M
W_01634_10_sportivecasual_M,W,01634,10,sportivecasual,M
W_14641_19_lounge_W,W,14641,19,lounge,W
W_00344_90_grunge_W,W,00344,90,grunge,W
W_08912_90_hiphop_W,W,08912,90,hiphop,W
W_04233_60_mods_M,W,04233,60,mods,M
W_02927_60_mods_M,W,02927,60,mods,M
W_11118_00_metrosexual_M,W,11118,00,metrosexual,M
W_01540_19_normcore_M,W,01540,19,normcore,M
W_08092_90_hiphop_W,W,08092,90,hiphop,W
W_13081_50_classic_W,W,13081,50,classic,W
W_09157_60_mods_M,W,09157,60,mods,M
W_08765_60_space_W,W,08765,60,space,W
W_13455_80_powersuit_W,W,13455,80,powersuit,W
W_07101_60_mods_M,W,07101,60,mods,M
W_02744_60_mods_M,W,02744,60,mods,M
W_31063_19_normcore_M,W,31063,19,normcore,M
W_11792_00_oriental_W,W,11792,00,oriental,W
W_09533_90_grunge_W,W,09533,90,grunge,W
W_13266_19_normcore_W,W,13266,19,normcore,W
W_10446_60_minimal_W,W,10446,60,minimal,W
W_16449_10_sportivecasual_M,W,16449,10,sportivecasual,M
W_08482_80_bodyconscious_W,W,08482,80,bodyconscious,W
W_01752_00_metrosexual_M,W,01752,00,metrosexual,M
W_15077_19_normcore_W,W,15077,19,normcore,W
W_15462_70_hippie_M,W,15462,70,hippie,M
W_06253_90_hiphop_M,W,06253,90,hiphop,M
W_09060_19_normcore_W,W,09060,19,normcore,W
W_01462_90_hiphop_M,W,01462,90,hiphop,M
W_10125_70_hippie_M,W,10125,70,hippie,M
W_13535_80_powersuit_W,W,13535,80,powersuit,W
W_18560_70_military_W,W,18560,70,military,W
W_11170_19_normcore_W,W,11170,19,normcore,W
W_18213_10_sportivecasual_W,W,18213,10,sportivecasual,W
W_13951_00_cityglam_W,W,13951,00,cityglam,W
W_18996_50_feminine_W,W,18996,50,feminine,W
W_16746_60_mods_M,W,16746,60,mods,M
W_01050_80_bodyconscious_W,W,01050,80,bodyconscious,W
W_14770_60_minimal_W,W,14770,60,minimal,W
W_00500_19_normcore_M,W,00500,19,normcore,M
W_18370_50_classic_W,W,18370,50,classic,W
W_16354_80_bold_M,W,16354,80,bold,M
W_03476_19_lounge_W,W,03476,19,lounge,W
W_07307_19_normcore_M,W,07307,19,normcore,M
W_16601_70_hippie_M,W,16601,70,hippie,M
W_13688_90_hiphop_W,W,13688,90,hiphop,W
W_09622_10_sportivecasual_W,W,09622,10,sportivecasual,W
W_13797_90_lingerie_W,W,13797,90,lingerie,W
W_17328_90_hiphop_M,W,17328,90,hiphop,M
W_15957_80_bold_M,W,15957,80,bold,M
W_17704_19_normcore_M,W,17704,19,normcore,M
W_17214_70_hippie_M,W,17214,70,hippie,M
W_05665_19_genderless_W,W,05665,19,genderless,W
W_19681_00_ecology_W,W,19681,00,ecology,W
W_18658_80_powersuit_W,W,18658,80,powersuit,W
W_16403_10_sportivecasual_M,W,16403,10,sportivecasual,M
W_17353_50_ivy_M,W,17353,50,ivy,M
W_03026_10_sportivecasual_M,W,03026,10,sportivecasual,M
W_09788_90_hiphop_M,W,09788,90,hiphop,M
W_06575_60_mods_M,W,06575,60,mods,M
W_08708_10_sportivecasual_W,W,08708,10,sportivecasual,W
W_03201_50_feminine_W,W,03201,50,feminine,W
W_01495_10_sportivecasual_M,W,01495,10,sportivecasual,M
W_17802_80_bold_M,W,17802,80,bold,M
W_05246_80_bodyconscious_W,W,05246,80,bodyconscious,W
W_01394_10_sportivecasual_M,W,01394,10,sportivecasual,M
W_12309_80_bold_M,W,12309,80,bold,M
W_04689_10_sportivecasual_M,W,04689,10,sportivecasual,M
W_09589_70_punk_W,W,09589,70,punk,W
W_09227_50_ivy_M,W,09227,50,ivy,M
W_15294_50_ivy_M,W,15294,50,ivy,M
W_13784_80_powersuit_W,W,13784,80,powersuit,W
W_03441_80_powersuit_W,W,03441,80,powersuit,W
W_28523_90_hiphop_M,W,28523,90,hiphop,M
W_26151_80_bold_M,W,26151,80,bold,M
W_19145_70_hippie_W,W,19145,70,hippie,W
W_05367_80_bodyconscious_W,W,05367,80,bodyconscious,W
W_08094_10_sportivecasual_W,W,08094,10,sportivecasual,W
W_07844_00_oriental_W,W,07844,00,oriental,W
W_10019_19_genderless_W,W,10019,19,genderless,W
W_19887_19_genderless_W,W,19887,19,genderless,W
W_04639_60_mods_M,W,04639,60,mods,M
W_02085_19_lounge_W,W,02085,19,lounge,W
W_03582_19_normcore_W,W,03582,19,normcore,W
W_14789_60_minimal_W,W,14789,60,minimal,W
W_26313_10_sportivecasual_M,W,26313,10,sportivecasual,M
W_01379_19_normcore_W,W,01379,19,normcore,W
W_02040_19_normcore_W,W,02040,19,normcore,W
W_24263_00_metrosexual_M,W,24263,00,metrosexual,M
W_19987_50_feminine_W,W,19987,50,feminine,W
W_14082_70_punk_W,W,14082,70,punk,W
W_11290_80_bodyconscious_W,W,11290,80,bodyconscious,W
W_16169_80_bold_M,W,16169,80,bold,M
W_14467_70_military_W,W,14467,70,military,W
W_10011_19_normcore_W,W,10011,19,normcore,W
W_11386_60_popart_W,W,11386,60,popart,W
W_18835_90_kitsch_W,W,18835,90,kitsch,W
W_07591_19_normcore_W,W,07591,19,normcore,W
W_16269_80_bold_M,W,16269,80,bold,M
W_09425_90_hiphop_W,W,09425,90,hiphop,W
W_08004_60_popart_W,W,08004,60,popart,W
W_10166_80_powersuit_W,W,10166,80,powersuit,W
W_07099_50_ivy_M,W,07099,50,ivy,M
W_13634_10_sportivecasual_W,W,13634,10,sportivecasual,W
W_11329_19_normcore_W,W,11329,19,normcore,W
W_14035_50_feminine_W,W,14035,50,feminine,W
W_07862_00_cityglam_W,W,07862,00,cityglam,W
W_05740_70_military_W,W,05740,70,military,W
W_13667_00_oriental_W,W,13667,00,oriental,W
W_05670_10_athleisure_W,W,05670,10,athleisure,W
W_13104_50_classic_W,W,13104,50,classic,W
W_13631_90_hiphop_W,W,13631,90,hiphop,W
W_14492_00_cityglam_W,W,14492,00,cityglam,W
W_14272_80_bodyconscious_W,W,14272,80,bodyconscious,W
W_03570_10_athleisure_W,W,03570,10,athleisure,W
W_01084_10_sportivecasual_W,W,01084,10,sportivecasual,W
W_01207_60_minimal_W,W,01207,60,minimal,W
W_01240_10_athleisure_W,W,01240,10,athleisure,W
W_12033_00_cityglam_W,W,12033,00,cityglam,W
W_29023_00_metrosexual_M,W,29023,00,metrosexual,M
W_02057_60_minimal_W,W,02057,60,minimal,W
W_13095_19_genderless_W,W,13095,19,genderless,W
W_18122_70_disco_W,W,18122,70,disco,W
W_08797_70_disco_W,W,08797,70,disco,W
W_03984_90_hiphop_W,W,03984,90,hiphop,W
W_14376_70_disco_W,W,14376,70,disco,W
W_18454_50_classic_W,W,18454,50,classic,W
W_30134_10_sportivecasual_M,W,30134,10,sportivecasual,M
W_09758_60_mods_M,W,09758,60,mods,M
W_05751_10_sportivecasual_W,W,05751,10,sportivecasual,W
W_06435_10_sportivecasual_W,W,06435,10,sportivecasual,W
W_08993_10_athleisure_W,W,08993,10,athleisure,W
W_03461_19_normcore_W,W,03461,19,normcore,W
W_08167_60_minimal_W,W,08167,60,minimal,W
W_03821_10_sportivecasual_W,W,03821,10,sportivecasual,W
W_05030_10_sportivecasual_W,W,05030,10,sportivecasual,W
W_26017_10_sportivecasual_M,W,26017,10,sportivecasual,M
W_05790_00_cityglam_W,W,05790,00,cityglam,W
W_13726_80_powersuit_W,W,13726,80,powersuit,W
W_14328_00_cityglam_W,W,14328,00,cityglam,W
W_05513_60_minimal_W,W,05513,60,minimal,W
W_18495_50_feminine_W,W,18495,50,feminine,W
W_16681_70_hippie_M,W,16681,70,hippie,M
W_27004_90_hiphop_M,W,27004,90,hiphop,M
W_12602_00_metrosexual_M,W,12602,00,metrosexual,M
W_10686_50_classic_W,W,10686,50,classic,W
T_13344_10_sportivecasual_W,T,13344,10,sportivecasual,W
W_02030_50_feminine_W,W,02030,50,feminine,W
W_24055_19_normcore_M,W,24055,19,normcore,M
W_29598_80_bold_M,W,29598,80,bold,M
W_10055_19_normcore_W,W,10055,19,normcore,W
W_40177_60_popart_W,W,40177,60,popart,W
W_18792_90_hiphop_W,W,18792,90,hiphop,W
W_05933_60_minimal_W,W,05933,60,minimal,W
W_18482_50_feminine_W,W,18482,50,feminine,W
W_18179_90_grunge_W,W,18179,90,grunge,W
W_13248_80_powersuit_W,W,13248,80,powersuit,W
W_02182_70_punk_W,W,02182,70,punk,W
W_14393_70_hippie_W,W,14393,70,hippie,W
W_07601_00_ecology_W,W,07601,00,ecology,W
W_29224_10_sportivecasual_M,W,29224,10,sportivecasual,M
W_18635_80_powersuit_W,W,18635,80,powersuit,W
W_06429_60_minimal_W,W,06429,60,minimal,W
W_66865_00_cityglam_W,W,66865,00,cityglam,W
W_14218_19_genderless_W,W,14218,19,genderless,W
W_05324_70_disco_W,W,05324,70,disco,W
W_16651_60_mods_M,W,16651,60,mods,M
W_19075_50_classic_W,W,19075,50,classic,W
W_09359_70_disco_W,W,09359,70,disco,W
W_12324_80_bold_M,W,12324,80,bold,M
W_10337_50_feminine_W,W,10337,50,feminine,W
W_00350_19_normcore_W,W,00350,19,normcore,W
W_25107_70_hippie_M,W,25107,70,hippie,M
W_24072_19_normcore_M,W,24072,19,normcore,M
W_26296_70_hippie_M,W,26296,70,hippie,M
W_32407_60_mods_M,W,32407,60,mods,M
W_16627_19_normcore_M,W,16627,19,normcore,M
W_18420_50_classic_W,W,18420,50,classic,W
W_05347_70_punk_W,W,05347,70,punk,W
W_16505_10_sportivecasual_M,W,16505,10,sportivecasual,M
W_14658_19_normcore_W,W,14658,19,normcore,W
W_03477_80_powersuit_W,W,03477,80,powersuit,W
W_14420_10_athleisure_W,W,14420,10,athleisure,W
W_18889_19_genderless_W,W,18889,19,genderless,W
W_19236_90_grunge_W,W,19236,90,grunge,W
W_00437_19_normcore_W,W,00437,19,normcore,W
W_24439_00_metrosexual_M,W,24439,00,metrosexual,M
W_00062_00_metrosexual_M,W,00062,00,metrosexual,M
W_31845_00_metrosexual_M,W,31845,00,metrosexual,M
W_18251_00_oriental_W,W,18251,00,oriental,W
W_03243_50_classic_W,W,03243,50,classic,W
W_02257_90_lingerie_W,W,02257,90,lingerie,W
W_13379_80_powersuit_W,W,13379,80,powersuit,W
W_24914_70_hippie_M,W,24914,70,hippie,M
W_27383_90_hiphop_M,W,27383,90,hiphop,M
W_11735_70_hippie_W,W,11735,70,hippie,W
W_07390_50_feminine_W,W,07390,50,feminine,W
W_11932_50_feminine_W,W,11932,50,feminine,W
W_14602_00_oriental_W,W,14602,00,oriental,W
W_10689_19_genderless_W,W,10689,19,genderless,W
W_09686_90_hiphop_W,W,09686,90,hiphop,W
W_11223_60_popart_W,W,11223,60,popart,W
W_26251_19_normcore_M,W,26251,19,normcore,M
W_05941_60_popart_W,W,05941,60,popart,W
W_15125_50_ivy_M,W,15125,50,ivy,M
W_03160_60_minimal_W,W,03160,60,minimal,W
W_12383_80_bold_M,W,12383,80,bold,M
W_04200_90_lingerie_W,W,04200,90,lingerie,W
W_03951_00_cityglam_W,W,03951,00,cityglam,W
W_01275_10_athleisure_W,W,01275,10,athleisure,W
W_04020_90_lingerie_W,W,04020,90,lingerie,W
W_10504_00_oriental_W,W,10504,00,oriental,W
W_09183_50_ivy_M,W,09183,50,ivy,M
W_29539_90_hiphop_M,W,29539,90,hiphop,M
W_10212_60_space_W,W,10212,60,space,W
W_14507_60_minimal_W,W,14507,60,minimal,W
W_01075_10_sportivecasual_W,W,01075,10,sportivecasual,W
W_13495_60_minimal_W,W,13495,60,minimal,W
W_01518_70_hippie_M,W,01518,70,hippie,M
W_32322_19_normcore_M,W,32322,19,normcore,M
W_11899_00_oriental_W,W,11899,00,oriental,W
W_00564_19_normcore_W,W,00564,19,normcore,W
W_06703_50_ivy_M,W,06703,50,ivy,M
W_13952_80_bodyconscious_W,W,13952,80,bodyconscious,W
W_04012_80_bodyconscious_W,W,04012,80,bodyconscious,W
W_06437_90_grunge_W,W,06437,90,grunge,W
W_11253_80_bodyconscious_W,W,11253,80,bodyconscious,W
W_00760_19_normcore_W,W,00760,19,normcore,W
W_04912_50_feminine_W,W,04912,50,feminine,W
W_15153_70_hippie_M,W,15153,70,hippie,M
W_18590_80_bodyconscious_W,W,18590,80,bodyconscious,W
W_09891_90_hiphop_M,W,09891,90,hiphop,M
W_06116_10_athleisure_W,W,06116,10,athleisure,W
W_18177_90_kitsch_W,W,18177,90,kitsch,W
W_32448_50_ivy_M,W,32448,50,ivy,M
W_11694_10_sportivecasual_W,W,11694,10,sportivecasual,W
W_30017_60_mods_M,W,30017,60,mods,M
W_24100_60_mods_M,W,24100,60,mods,M
W_04097_90_grunge_W,W,04097,90,grunge,W
W_59783_00_ecology_W,W,59783,00,ecology,W
W_05321_80_bodyconscious_W,W,05321,80,bodyconscious,W
W_03784_00_cityglam_W,W,03784,00,cityglam,W
W_10511_00_ecology_W,W,10511,00,ecology,W
W_19414_70_hippie_W,W,19414,70,hippie,W
W_29263_10_sportivecasual_M,W,29263,10,sportivecasual,M
W_09032_19_normcore_W,W,09032,19,normcore,W
W_02819_19_genderless_W,W,02819,19,genderless,W
W_08232_19_normcore_W,W,08232,19,normcore,W
W_13289_80_powersuit_W,W,13289,80,powersuit,W
W_07447_50_feminine_W,W,07447,50,feminine,W
W_17052_10_sportivecasual_M,W,17052,10,sportivecasual,M
W_09626_10_athleisure_W,W,09626,10,athleisure,W
W_12472_90_hiphop_M,W,12472,90,hiphop,M
W_55529_10_sportivecasual_W,W,55529,10,sportivecasual,W
W_62598_19_normcore_W,W,62598,19,normcore,W
W_15720_80_bold_M,W,15720,80,bold,M
W_03112_80_bodyconscious_W,W,03112,80,bodyconscious,W
W_19870_00_oriental_W,W,19870,00,oriental,W
W_20251_19_normcore_W,W,20251,19,normcore,W
W_50640_00_oriental_W,W,50640,00,oriental,W
W_45147_00_ecology_W,W,45147,00,ecology,W
T_11058_90_lingerie_W,T,11058,90,lingerie,W
W_05171_19_normcore_W,W,05171,19,normcore,W
W_06656_60_mods_M,W,06656,60,mods,M
W_15987_70_hippie_M,W,15987,70,hippie,M
W_12123_80_bold_M,W,12123,80,bold,M
W_11248_00_oriental_W,W,11248,00,oriental,W
W_47251_70_hippie_W,W,47251,70,hippie,W
W_02142_70_hippie_W,W,02142,70,hippie,W
W_07992_50_classic_W,W,07992,50,classic,W
W_12126_80_bold_M,W,12126,80,bold,M
W_05320_80_bodyconscious_W,W,05320,80,bodyconscious,W
W_11504_19_lounge_W,W,11504,19,lounge,W
W_00626_70_hippie_W,W,00626,70,hippie,W
W_13854_70_punk_W,W,13854,70,punk,W
W_14410_19_genderless_W,W,14410,19,genderless,W
W_17444_80_bold_M,W,17444,80,bold,M
W_15192_00_metrosexual_M,W,15192,00,metrosexual,M
T_14538_00_cityglam_W,T,14538,00,cityglam,W
W_14259_50_feminine_W,W,14259,50,feminine,W
W_15018_19_normcore_W,W,15018,19,normcore,W
W_46374_70_hippie_W,W,46374,70,hippie,W
W_11093_00_metrosexual_M,W,11093,00,metrosexual,M
W_19537_60_popart_W,W,19537,60,popart,W
W_34159_10_athleisure_W,W,34159,10,athleisure,W
W_01259_90_lingerie_W,W,01259,90,lingerie,W
W_16702_00_metrosexual_M,W,16702,00,metrosexual,M
W_01105_19_genderless_W,W,01105,19,genderless,W
W_02904_19_normcore_M,W,02904,19,normcore,M
T_14733_19_lounge_W,T,14733,19,lounge,W
W_42248_70_punk_W,W,42248,70,punk,W
W_06371_90_lingerie_W,W,06371,90,lingerie,W
W_04782_50_feminine_W,W,04782,50,feminine,W
W_61471_90_lingerie_W,W,61471,90,lingerie,W
W_09314_19_lounge_W,W,09314,19,lounge,W
W_40202_60_popart_W,W,40202,60,popart,W
W_40873_90_kitsch_W,W,40873,90,kitsch,W
W_03004_90_hiphop_M,W,03004,90,hiphop,M
W_02561_90_lingerie_W,W,02561,90,lingerie,W
W_16396_10_sportivecasual_M,W,16396,10,sportivecasual,M
W_16642_50_ivy_M,W,16642,50,ivy,M
W_61215_19_normcore_W,W,61215,19,normcore,W
W_15399_60_mods_M,W,15399,60,mods,M
W_57375_90_kitsch_W,W,57375,90,kitsch,W
W_04919_00_oriental_W,W,04919,00,oriental,W
W_18526_50_feminine_W,W,18526,50,feminine,W
W_04996_90_kitsch_W,W,04996,90,kitsch,W
W_31946_90_lingerie_W,W,31946,90,lingerie,W
W_61790_10_sportivecasual_W,W,61790,10,sportivecasual,W
W_19024_80_powersuit_W,W,19024,80,powersuit,W
W_03430_90_lingerie_W,W,03430,90,lingerie,W
W_48205_10_athleisure_W,W,48205,10,athleisure,W
W_18610_50_feminine_W,W,18610,50,feminine,W
W_40689_80_bodyconscious_W,W,40689,80,bodyconscious,W
W_21868_00_ecology_W,W,21868,00,ecology,W
W_16406_70_hippie_M,W,16406,70,hippie,M
W_06346_10_athleisure_W,W,06346,10,athleisure,W
W_09460_50_feminine_W,W,09460,50,feminine,W
W_23512_60_minimal_W,W,23512,60,minimal,W
T_13118_19_genderless_W,T,13118,19,genderless,W
W_06097_10_athleisure_W,W,06097,10,athleisure,W
W_26909_60_space_W,W,26909,60,space,W
W_08180_80_bodyconscious_W,W,08180,80,bodyconscious,W
W_08042_10_athleisure_W,W,08042,10,athleisure,W
W_09984_19_genderless_W,W,09984,19,genderless,W
W_05128_50_classic_W,W,05128,50,classic,W
W_19312_00_oriental_W,W,19312,00,oriental,W
W_42046_70_punk_W,W,42046,70,punk,W
W_05818_90_lingerie_W,W,05818,90,lingerie,W
W_49255_90_grunge_W,W,49255,90,grunge,W
W_00784_19_normcore_W,W,00784,19,normcore,W
W_18119_70_disco_W,W,18119,70,disco,W
W_09094_19_lounge_W,W,09094,19,lounge,W
W_16341_60_mods_M,W,16341,60,mods,M
W_15466_19_normcore_M,W,15466,19,normcore,M
T_08242_10_sportivecasual_W,T,08242,10,sportivecasual,W
W_64047_10_sportivecasual_W,W,64047,10,sportivecasual,W
W_04673_00_metrosexual_M,W,04673,00,metrosexual,M
W_02681_60_mods_M,W,02681,60,mods,M
W_13099_80_powersuit_W,W,13099,80,powersuit,W
W_02891_10_sportivecasual_M,W,02891,10,sportivecasual,M
W_10429_60_minimal_W,W,10429,60,minimal,W
W_15638_80_bold_M,W,15638,80,bold,M
W_12956_80_powersuit_W,W,12956,80,powersuit,W
W_07613_50_feminine_W,W,07613,50,feminine,W
W_09551_00_cityglam_W,W,09551,00,cityglam,W
W_34247_70_hippie_W,W,34247,70,hippie,W
W_02342_70_disco_W,W,02342,70,disco,W
W_18616_60_popart_W,W,18616,60,popart,W
T_12089_80_powersuit_W,T,12089,80,powersuit,W
W_04885_90_lingerie_W,W,04885,90,lingerie,W
W_12628_50_ivy_M,W,12628,50,ivy,M
W_13488_80_powersuit_W,W,13488,80,powersuit,W
W_19859_70_punk_W,W,19859,70,punk,W
W_18733_50_feminine_W,W,18733,50,feminine,W
W_14150_80_bodyconscious_W,W,14150,80,bodyconscious,W
W_01810_19_normcore_M,W,01810,19,normcore,M
W_08983_19_normcore_W,W,08983,19,normcore,W
W_50293_19_normcore_W,W,50293,19,normcore,W
W_02220_00_oriental_W,W,02220,00,oriental,W
W_02060_10_athleisure_W,W,02060,10,athleisure,W
W_18729_50_classic_W,W,18729,50,classic,W
W_05770_10_sportivecasual_W,W,05770,10,sportivecasual,W
W_15800_90_hiphop_M,W,15800,90,hiphop,M
W_12620_10_sportivecasual_M,W,12620,10,sportivecasual,M
W_15347_80_bold_M,W,15347,80,bold,M
W_03588_60_popart_W,W,03588,60,popart,W
W_13173_50_feminine_W,W,13173,50,feminine,W
W_43573_90_hiphop_W,W,43573,90,hiphop,W
W_01933_50_feminine_W,W,01933,50,feminine,W
W_09624_10_athleisure_W,W,09624,10,athleisure,W
W_50131_10_sportivecasual_W,W,50131,10,sportivecasual,W
W_10455_60_space_W,W,10455,60,space,W
W_18644_19_genderless_W,W,18644,19,genderless,W
W_20595_90_kitsch_W,W,20595,90,kitsch,W
W_18471_50_classic_W,W,18471,50,classic,W
W_08913_10_athleisure_W,W,08913,10,athleisure,W
W_65122_10_sportivecasual_W,W,65122,10,sportivecasual,W
W_47873_70_punk_W,W,47873,70,punk,W
W_01429_90_hiphop_M,W,01429,90,hiphop,M
W_05412_00_cityglam_W,W,05412,00,cityglam,W
W_19475_90_grunge_W,W,19475,90,grunge,W
W_16930_19_normcore_M,W,16930,19,normcore,M
W_48362_60_popart_W,W,48362,60,popart,W
W_62457_80_powersuit_W,W,62457,80,powersuit,W
W_19839_50_feminine_W,W,19839,50,feminine,W
W_63956_80_powersuit_W,W,63956,80,powersuit,W
W_46062_60_minimal_W,W,46062,60,minimal,W
W_03992_70_punk_W,W,03992,70,punk,W
W_62690_00_oriental_W,W,62690,00,oriental,W
W_00525_10_sportivecasual_M,W,00525,10,sportivecasual,M
T_08663_19_normcore_W,T,08663,19,normcore,W
W_16014_70_hippie_M,W,16014,70,hippie,M
W_14300_19_normcore_W,W,14300,19,normcore,W
W_62541_90_kitsch_W,W,62541,90,kitsch,W
W_16189_50_ivy_M,W,16189,50,ivy,M
W_10963_00_oriental_W,W,10963,00,oriental,W
W_10258_70_military_W,W,10258,70,military,W
W_02106_60_minimal_W,W,02106,60,minimal,W
W_06396_10_sportivecasual_W,W,06396,10,sportivecasual,W
W_10646_80_bodyconscious_W,W,10646,80,bodyconscious,W
W_16676_90_hiphop_M,W,16676,90,hiphop,M
W_01355_10_sportivecasual_W,W,01355,10,sportivecasual,W
W_11483_70_hippie_W,W,11483,70,hippie,W
W_02293_19_normcore_W,W,02293,19,normcore,W
W_02578_19_lounge_W,W,02578,19,lounge,W
W_10851_19_normcore_M,W,10851,19,normcore,M
W_05271_50_feminine_W,W,05271,50,feminine,W
W_18160_50_classic_W,W,18160,50,classic,W
W_03437_19_genderless_W,W,03437,19,genderless,W
W_07959_70_military_W,W,07959,70,military,W
W_10952_60_minimal_W,W,10952,60,minimal,W
W_06461_00_ecology_W,W,06461,00,ecology,W
W_03936_70_hippie_W,W,03936,70,hippie,W
W_22452_00_oriental_W,W,22452,00,oriental,W
W_18464_50_classic_W,W,18464,50,classic,W
W_19639_70_hippie_W,W,19639,70,hippie,W
W_03580_60_minimal_W,W,03580,60,minimal,W
W_45796_00_ecology_W,W,45796,00,ecology,W
W_14888_19_normcore_W,W,14888,19,normcore,W
W_07981_70_military_W,W,07981,70,military,W
W_41421_60_space_W,W,41421,60,space,W
W_14161_00_ecology_W,W,14161,00,ecology,W
W_05805_60_minimal_W,W,05805,60,minimal,W
W_12977_19_genderless_W,W,12977,19,genderless,W
W_16762_00_metrosexual_M,W,16762,00,metrosexual,M
